id,Exp,Plot,Duration,Finished,AvgScore_Risk,Score_Risk,RiskEntry,Crime,JuryJudge,RiskCheck,MinNumEst,MinNumEst_2,MinNumEst_3,MinNumEst_3_6_TEXT,RiskVal2Label,RiskNumEst_1,RiskNumEst_2,RiskNumEst_3,RiskNumEst_4,RiskNumEst_5,NC_1,NC_2,NC_3,NC_4,NC_5,NC_6,NC_7,NC_8,NC_9,NC_10,NC_11,NC_12,NC_13,NC_14,NC_15,NC_16,NC_17,NC_18,DJO1,DJO2,DJO3,DJO4,DJO5,DJO6,DJO7,DJO8,DJY1,DJY2,DJY3,DJY4,DJY5,DJY6,DJY7,DJY8,CRT1,CRT2,CRT3,Age,Vote,Jury,Educ,Job,Income,Political,Race,Sex,Risk,PlotType,StaticScore,RiskValue,Name,Minutes,CrimeAcc,DOB,BeyondDoubt,RiskCheck_Not_Rem,RiskLevel_1,RiskLevel_2,RiskLevel_3,RiskLevel_4,RiskLevel_5,AvgScore_Risk_Est_Diff,Score_Risk_Est_Diff,Score_Risk_Est_Diff_Exp,FailedChecks,OrderedRisk,exclusion
15293,Exp 1,None,859,True,NA,NA,9,Sexual Offense,1,9,2,Above Average Risk,Average Risk,NA,Well Above Average Risk,0,20,40,70,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Neutral,"Slightly
Agree",Neutral,"Slightly
Agree",Neutral,"Slightly
Agree","Slightly
Agree","Slightly
Agree","Slightly
Agree","Slightly
Agree","Slightly
Agree","Slightly
Agree","Slightly
Agree","Slightly
Agree","Slightly
Agree","Slightly
Agree","Slightly
Agree",NA,NA,NA,19,No,No,Some college,Student,"Less than $14,999",Moderately liberal,White or Non-Hispanic White,Female,low to moderate risk,noplot,2,30% risk likelihood,Respondent,14.32,1,2003,1,,0,20,40,70,100,NA,NA,NA,0,1,include
15460,Exp 1,Weighted,1420,True,25,10,9,Sexual Offense,0,9,5,Very Low Risk,Very Low Risk,NA,Well Above Average Risk,0,10,20,30,40,Neutral,Neutral,-,-,Neutral,-,-,Neutral,-,-,Neutral,-,-,-,-,-,-,-,Neutral,Neutral,Neutral,Disagree,"Slightly
Disagree",Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,"Slightly
Agree",Neutral,"Slightly
Agree",NA,NA,NA,20,No,No,Some college,Employed Part Time,"Less than $14,999",Moderately liberal,Asian,Male,low to moderate risk,size,2,50% risk likelihood,Respondent,23.67,1,2002,0,,0,10,20,30,40,5.731730206376536,1.019993798046075,1,0,1,include
14560,Exp 1,Weighted,1094,True,20,11,9,Sexual Offense,0,9,25,Average Risk,Very Low Risk,NA,Average Risk,0,10,30,60,90,-,Neutral,-,Neutral,-,Neutral,-,-,-,-,-,-,-,-,-,-,-,-,"Slightly
Agree","Slightly
Agree","Slightly
Agree","Slightly
Agree","Slightly
Disagree","Slightly
Disagree","Slightly
Disagree","Slightly
Disagree",Agree,Agree,Agree,Agree,"Slightly
Agree","Slightly
Agree",Agree,Agree,NA,NA,NA,21,Yes,No,High school graduate,Student,"Less than $14,999",Centrist/Middle of the Road,White or Non-Hispanic White,Female,low risk,size,2,20% risk likelihood,Respondent,18.23,1,2001,0,,0,10,30,60,90,0.7317302063765361,2.019993798046075,2,0,1,include
15755,Exp 1,None,36003,True,NA,NA,9,Sexual Offense,0,30,40,Above Average Risk,Above Average Risk,NA,Below Average Risk,10,30,50,70,80,-,Neutral,-,-,-,Very Strongly Disagree,-,-,-,Neutral,-,-,-,-,-,Very Strongly Agree,-,-,"Slightly
Agree",Neutral,Disagree,"Slightly
Agree",Disagree,"Slightly
Agree",Strongly Disagree,Strongly Disagree,Agree,"Slightly
Agree",Disagree,"Slightly
Agree",Neutral,Neutral,Disagree,Disagree,NA,NA,NA,18,Yes,No,High school graduate,Student,"Less than $14,999",Moderately liberal,Hispanic/Latino,Female,high risk,noplot,2,30% risk likelihood,Respondent,600.05,1,2004,0,,10,30,50,70,80,NA,NA,NA,0,1,include
15730,Exp 1,Weighted,25168,True,25,10,9,Sexual Offense,0,9,30,Above Average Risk,Below Average Risk,NA,Well Above Average Risk,10,20,30,50,70,Neutral,-,-,-,-,-,-,-,-,-,-,-,Neutral,-,-,-,-,-,Neutral,Neutral,Neutral,Neutral,"Slightly
Disagree","Slightly
Disagree","Slightly
Disagree","Slightly
Disagree",Agree,Neutral,"Slightly
Disagree","Slightly
Agree",Neutral,"Slightly
Agree",Neutral,Neutral,NA,NA,NA,18,Yes,No,Some college,Unemployed,"Less than $14,999",Moderately liberal,Hispanic/Latino,Male,moderate to high risk,size,2,70% risk likelihood,Respondent,419.47,1,2004,0,,10,20,30,50,70,5.731730206376536,1.019993798046075,1,0,1,include
15819,Exp 1,None,1541,True,NA,NA,9,No specific crime was provided,0,9,33,Average Risk,Very Low Risk,NA,Above Average Risk,10,20,30,40,50,-,-,-,-,-,Neutral,-,-,Neutral,-,-,-,-,-,-,-,-,Neutral,"Slightly
Agree",Neutral,Neutral,Neutral,"Slightly
Agree","Slightly
Disagree","Slightly
Agree","Slightly
Agree",Neutral,Neutral,"Slightly
Disagree",Neutral,"Slightly
Agree","Slightly
Agree","Slightly
Agree",Neutral,NA,NA,NA,20,Yes,No,Some college,Student,"Less than $14,999",Moderately conservative,Hispanic/Latino,Male,high risk,noplot,2,40% risk likelihood,Respondent,25.68,0,2002,0,,10,20,30,40,50,NA,NA,NA,0,1,include
14190,Exp 1,Weighted,524,True,25,9,9,Sexual Offense,1,9,9,Average Risk,Average Risk,NA,Very Low Risk,10,30,50,70,90,Neutral,-,Neutral,-,-,-,Neutral,Neutral,-,Neutral,-,-,-,Neutral,-,-,-,-,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,"Slightly
Disagree","Slightly
Agree","Slightly
Disagree",Disagree,NA,NA,NA,22,Yes,No,4-year degree,Student,"$15,000 - $29,999",Moderately liberal,Asian,Female,risk,size,2,0% risk likelihood,Respondent,8.73,1,2000,1,,10,30,50,70,90,5.731730206376536,0.01999379804607493,0,0,1,include
14975,Exp 1,Unweighted,1407,True,25,9,9,Sexual Offense,0,9,25,Average Risk,Very Low Risk,NA,Above Average Risk,0,20,30,40,50,-,-,-,-,-,-,-,-,-,Neutral,-,-,-,-,-,-,Neutral,-,"Slightly
Agree","Slightly
Agree","Slightly
Agree","Slightly
Agree","Slightly
Agree","Slightly
Agree",Neutral,"Slightly
Disagree","Slightly
Agree","Slightly
Agree","Slightly
Agree","Slightly
Agree",Agree,Agree,"Slightly
Agree","Slightly
Agree",NA,NA,NA,20,Yes,No,Some college,Unemployed,"Less than $14,999",Weakly liberal,White or Non-Hispanic White,Female,high risk,default,2,40% risk likelihood,Respondent,23.45,1,2002,0,,0,20,30,40,50,5.731730206376536,0.01999379804607493,0,0,1,include
15788,Exp 1,Unweighted,1261,True,20,9,9,Sexual Offense,1,9,5,Below Average Risk,Very Low Risk,NA,Above Average Risk,0,10,10,30,30,-,Neutral,-,Neutral,-,-,-,-,-,Neutral,-,-,-,-,-,-,-,-,"Slightly
Agree","Slightly
Agree",Neutral,"Slightly
Agree","Slightly
Agree","Slightly
Disagree",Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,"Slightly
Agree",Agree,Agree,NA,NA,NA,18,Yes,No,Some college,Employed Part Time,"Less than $14,999",Moderately liberal,White or Non-Hispanic White,Female,low risk,default,2,20% risk likelihood,Respondent,21.02,1,2004,1,,0,10,10,30,30,0.7317302063765361,0.01999379804607493,0,0,1,include
15821,Exp 1,Weighted,3061,True,30,9,9,Sexual Offense,1,9,4,Below Average Risk,Below Average Risk,NA,Well Above Average Risk,20,20,30,10,10,-,-,-,-,-,Very Strongly Disagree,Very Strongly Agree,-,-,Neutral,-,Very Strongly Disagree,-,Neutral,-,-,-,-,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,"Slightly
Disagree",Agree,Neutral,"Slightly
Agree","Slightly
Agree","Slightly
Agree","Slightly
Agree","Slightly
Agree",NA,NA,NA,18,Yes,No,Some college,Student,"Less than $14,999",Centrist/Middle of the Road,Black or African American,Female,moderate to high risk,size,2,60% risk likelihood,Respondent,51.02,1,2004,1,,20,20,30,10,10,10.731730206376536,0.01999379804607493,0,0,0,include
15712,Exp 1,Weighted,1441,True,2,8,9,Sexual Offense,1,9,5,Very Low Risk,Above Average Risk,NA,Well Above Average Risk,0,0,10,40,80,Neutral,-,-,-,Neutral,-,-,-,-,-,Neutral,-,Neutral,Neutral,-,-,-,-,"Slightly
Disagree","Slightly
Agree","Slightly
Disagree",Neutral,Neutral,"Slightly
Agree",Neutral,Neutral,Neutral,Agree,"Slightly
Agree",Agree,Agree,"Slightly
Agree",Agree,Agree,NA,NA,NA,20,Yes,No,Some college,Student,"$15,000 - $29,999",Moderately liberal,White or Non-Hispanic White,Male,risk,size,2,60% risk likelihood,Respondent,24.02,1,2002,1,,0,0,10,40,80,-17.268269793623464,-0.9800062019539251,-1,0,1,exclude
15094,Exp 1,Unweighted,1008,True,3,8,9,Sexual Offense,1,9,2,Well Above Average Risk,Well Above Average Risk,NA,Well Above Average Risk,0,0,10,20,30,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,-,-,Neutral,-,Neutral,-,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,"Slightly
Agree",Agree,"Slightly
Agree",Agree,Agree,Agree,Agree,"Strongly
Agree",NA,NA,NA,19,Yes,No,Some college,Student,"Less than $14,999",Moderately liberal,Black or African American,Female,low to moderate risk,default,2,20% risk likelihood,Respondent,16.8,1,2003,1,,0,0,10,20,30,-16.268269793623464,-0.9800062019539251,-1,0,1,exclude
15728,Exp 1,None,1050,True,NA,NA,9,Sexual Offense,0,9,80,Well Above Average Risk,Very Low Risk,NA,Average Risk,0,10,30,60,70,-,-,Neutral,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Slightly
Disagree","Slightly
Disagree",Neutral,"Slightly
Disagree","Slightly
Agree","Slightly
Agree","Slightly
Disagree","Slightly
Agree",Agree,"Slightly
Agree",Agree,"Slightly
Agree","Slightly
Agree","Slightly
Agree","Slightly
Agree","Slightly
Agree",NA,NA,NA,19,Yes,No,Some college,Student,"Less than $14,999",Strongly liberal,Other,Female,high risk,noplot,2,30% risk likelihood,Respondent,17.5,1,2003,0,,0,10,30,60,70,NA,NA,NA,0,1,include
14945,Exp 1,None,1112,True,NA,NA,9,Sexual Offense,0,9,10,Well Above Average Risk,Below Average Risk,NA,Well Above Average Risk,10,20,30,50,70,Very Strongly Disagree,Very Strongly Disagree,-,-,-,-,Very Strongly Agree,Very Strongly Agree,Very Strongly Agree,-,-,Very Strongly Disagree,-,-,-,-,Very Strongly Agree,-,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,"Slightly
Disagree",Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,NA,NA,NA,19,Yes,No,Some college,Employed Part Time,"Less than $14,999",Centrist/Middle of the Road,Hispanic/Latino,Male,moderate to high risk,noplot,2,70% risk likelihood,Respondent,18.53,1,2003,0,,10,20,30,50,70,NA,NA,NA,0,1,include
15833,Exp 1,Unweighted,1264,True,35,11,9,Sexual Offense,0,9,50,Below Average Risk,Below Average Risk,NA,Very Low Risk,10,30,50,70,90,Neutral,-,-,-,-,-,-,Neutral,-,Neutral,-,-,-,-,-,-,-,-,Disagree,Disagree,Disagree,"Slightly
Disagree",Disagree,Disagree,Disagree,Strongly Disagree,Agree,"Slightly
Agree","Slightly
Agree",Agree,"Slightly
Agree",Neutral,Neutral,"Slightly
Agree",NA,NA,NA,20,Yes,No,Some college,Employed Part Time,"Less than $14,999",Moderately liberal,White or Non-Hispanic White,Female,low to moderate risk,default,2,0% risk likelihood,Respondent,21.07,1,2002,0,,10,30,50,70,90,15.731730206376536,2.019993798046075,2,0,1,include
15442,Exp 1,None,1803,True,NA,NA,9,Sexual Offense,0,9,50,Above Average Risk,Above Average Risk,NA,Average Risk,0,20,40,60,80,-,Neutral,-,Neutral,-,Neutral,-,Neutral,-,-,-,-,Neutral,Neutral,Neutral,Neutral,-,-,"Slightly
Disagree","Slightly
Disagree","Slightly
Disagree","Slightly
Disagree","Slightly
Disagree","Slightly
Disagree","Slightly
Disagree","Slightly
Disagree",Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,NA,NA,NA,21,Yes,No,High school graduate,Student,"Less than $14,999",Strongly liberal,Asian,Male,risk,noplot,2,40% risk likelihood,Respondent,30.05,1,2001,0,,0,20,40,60,80,NA,NA,NA,0,1,include
15391,Exp 1,Unweighted,665,True,25,10,50,Sexual Offense,0,NA,9,Average Risk,Average Risk,NA,Average Risk,70,40,60,20,70,Very Strongly Disagree,-,-,-,-,-,-,-,-,-,-,-,Very Strongly Disagree,-,-,-,-,-,Disagree,Disagree,"Slightly
Disagree",Disagree,"Slightly
Disagree","Slightly
Disagree","Slightly
Agree",Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,NA,NA,NA,20,Yes,No,High school graduate,Unemployed,"Less than $14,999",Moderately liberal,Other,Female,high risk,default,2,risk,Respondent,11.08,1,2002,0,Not Remember,70,40,60,20,70,5.731730206376536,1.019993798046075,1,1,0,include
15736,Exp 1,Unweighted,1803,True,17,9,9,Sexual Offense,0,9,50,Average Risk,Average Risk,NA,Very Low Risk,10,30,50,70,90,-,-,-,-,-,-,-,Neutral,Neutral,-,-,-,-,-,-,-,-,-,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,"Slightly
Agree",Agree,Agree,"Slightly
Agree",Disagree,Strongly Disagree,Disagree,Disagree,NA,NA,NA,20,Yes,No,Some college,Student,"$15,000 - $29,999",Moderately liberal,Black or African American,Male,moderate to high risk,default,2,0% risk likelihood,Respondent,30.05,1,2002,0,,10,30,50,70,90,-2.268269793623464,0.01999379804607493,0,0,1,include
15254,Exp 1,None,923,True,NA,NA,99,Sexual Offense,0,20,80,Above Average Risk,Below Average Risk,NA,Below Average Risk,10,30,50,70,90,-,-,Neutral,-,Neutral,-,-,-,Neutral,Neutral,-,Neutral,-,-,-,-,-,-,Agree,Disagree,Neutral,Agree,"Slightly
Agree",Agree,"Slightly
Agree","Slightly
Disagree",Agree,Agree,"Strongly
Agree",Agree,"Slightly
Agree",Agree,"Slightly
Agree","Strongly
Agree",NA,NA,NA,20,Yes,No,Some college,Employed Part Time,"$30,000 - $44,999",Weakly conservative,White or Non-Hispanic White,Male,low to moderate risk,noplot,2,30% risk likelihood,Respondent,15.38,1,2002,0,,10,30,50,70,90,NA,NA,NA,1,1,include
15759,Exp 1,Unweighted,695,True,30,9,20,Sexual Offense,1,NA,20,Above Average Risk,Average Risk,NA,Well Above Average Risk,0,20,30,40,70,-,-,Neutral,-,-,-,-,Neutral,-,-,-,-,-,-,-,Very Strongly Agree,Neutral,Very Strongly Agree,"Slightly
Disagree",Neutral,"Slightly
Disagree","Slightly
Disagree","Slightly
Agree","Slightly
Agree",Neutral,"Slightly
Disagree",Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,NA,NA,NA,18,Yes,No,Some college,Student,"Less than $14,999",Strongly liberal,White or Non-Hispanic White,Female,risk,default,2,50% risk likelihood,Respondent,11.58,1,2004,1,,0,20,30,40,70,10.731730206376536,0.01999379804607493,0,1,1,include
15778,Exp 1,Weighted,2394,True,20,12,100,Sexual Offense,1,24,75,Well Above Average Risk,Below Average Risk,NA,Above Average Risk,0,20,40,60,80,-,-,Neutral,-,-,Very Strongly Agree,Neutral,-,Neutral,Very Strongly Agree,-,-,-,-,-,-,-,-,Agree,Neutral,Agree,"Slightly
Agree","Slightly
Agree","Slightly
Agree","Slightly
Agree","Slightly
Disagree",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,NA,NA,NA,20,No,No,4-year degree,Unemployed,"Less than $14,999",Centrist/Middle of the Road,White or Non-Hispanic White,Male,low risk,size,2,70% risk likelihood,Respondent,39.9,1,2002,1,,0,20,40,60,80,0.7317302063765361,3.019993798046075,3,1,1,include
14830,Exp 1,Unweighted,1651,True,25,11,9,Sexual Offense,0,9,11,Very Low Risk,Below Average Risk,NA,Above Average Risk,10,20,30,50,80,Neutral,-,-,-,-,-,Neutral,-,-,-,-,-,-,-,-,-,-,-,Disagree,"Slightly
Disagree","Slightly
Disagree","Slightly
Agree",Disagree,"Slightly
Disagree",Disagree,Disagree,"Slightly
Agree",Agree,"Slightly
Agree",Agree,Agree,"Slightly
Agree","Slightly
Agree",Agree,NA,NA,NA,19,Yes,No,Some college,Student,"Less than $14,999",Strongly liberal,White or Non-Hispanic White,Female,high risk,default,2,50% risk likelihood,Respondent,27.52,1,2003,0,,10,20,30,50,80,5.731730206376536,2.019993798046075,2,0,1,include
15826,Exp 1,Unweighted,2971,True,20,9,9,Sexual Offense,1,9,5,Very Low Risk,Very Low Risk,NA,Well Above Average Risk,0,10,20,30,40,-,-,-,Very Strongly Disagree,-,-,-,-,-,-,-,Very Strongly Disagree,-,-,-,-,-,-,Disagree,"Slightly
Disagree",Disagree,"Slightly
Disagree","Slightly
Disagree",Neutral,"Slightly
Disagree",Disagree,Agree,"Slightly
Agree",Agree,Agree,Agree,Agree,Agree,Agree,NA,NA,NA,22,Yes,No,Some college,Student,"Less than $14,999",Strongly liberal,Asian,Female,low to moderate risk,default,2,40% risk likelihood,Respondent,49.52,1,2000,1,,0,10,20,30,40,0.7317302063765361,0.01999379804607493,0,0,1,include
15598,Exp 1,Unweighted,1688,True,30,9,9,Sexual Offense,1,9,2,Below Average Risk,Very Low Risk,NA,Below Average Risk,10,20,30,50,70,-,-,Neutral,-,-,Neutral,-,-,-,-,-,-,-,-,-,-,-,-,"Slightly
Agree","Slightly
Agree",Agree,"Slightly
Agree","Slightly
Agree","Slightly
Agree","Slightly
Agree",Agree,"Slightly
Agree",Agree,Agree,Agree,Agree,"Slightly
Agree",Agree,Agree,NA,NA,NA,19,Yes,No,Some college,Student,"Less than $14,999",Moderately liberal,White or Non-Hispanic White,Female,risk,default,2,10% risk likelihood,Respondent,28.13,1,2003,1,,10,20,30,50,70,10.731730206376536,0.01999379804607493,0,0,1,include
15708,Exp 1,None,1805,True,NA,NA,9,Sexual Offense,0,9,70,Well Above Average Risk,Very Low Risk,NA,Above Average Risk,0,NA,0,10,20,-,-,-,Very Strongly Disagree,Very Strongly Disagree,Neutral,-,Neutral,Neutral,-,-,Very Strongly Disagree,Neutral,-,Very Strongly Agree,Neutral,-,-,"Slightly
Disagree","Slightly
Agree",Disagree,"Slightly
Agree","Slightly
Agree",Neutral,Neutral,Neutral,Agree,"Slightly
Agree","Slightly
Agree","Slightly
Agree",Agree,Agree,Agree,Agree,NA,NA,NA,21,Yes,No,Some college,Student,"Less than $14,999",Moderately liberal,Black or African American,Male,low risk,noplot,2,20% risk likelihood,Respondent,30.08,1,2001,0,,0,0,0,10,20,NA,NA,NA,0,NA,include
15697,Exp 1,Weighted,1867,True,4,10,72,Sexual Offense,1,20,16,Average Risk,Average Risk,NA,Very Low Risk,10,30,50,70,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Neutral,Neutral,Neutral,Neutral,Neutral,"Slightly
Disagree","Slightly
Disagree","Slightly
Disagree","Slightly
Agree","Slightly
Agree",Neutral,"Slightly
Agree",Neutral,Neutral,"Slightly
Agree",Neutral,NA,NA,NA,20,Yes,No,Some college,Student,"Less than $14,999",Moderately liberal,Other,Female,moderate to high risk,size,2,0% risk likelihood,Respondent,31.12,1,2002,1,,10,30,50,70,100,-15.268269793623464,1.019993798046075,1,1,1,exclude
15698,Exp 1,Weighted,835,True,30,10,9,Sexual Offense,0,5,5,Very Low Risk,Very Low Risk,NA,Well Above Average Risk,10,20,30,40,50,Neutral,Neutral,-,Neutral,-,-,Neutral,-,-,-,-,-,Neutral,-,-,-,-,-,Neutral,"Slightly
Agree","Slightly
Agree","Slightly
Agree","Slightly
Agree","Slightly
Agree","Slightly
Agree","Slightly
Agree",Neutral,Neutral,Neutral,"Slightly
Disagree",Neutral,Neutral,Neutral,Neutral,NA,NA,NA,18,No,No,Some college,Unemployed,"Less than $14,999",Weakly liberal,Hispanic/Latino,Female,high risk,size,2,60% risk likelihood,Respondent,13.92,1,2004,0,,10,20,30,40,50,10.731730206376536,1.019993798046075,1,0,1,include
15855,Exp 1,Weighted,2848,True,25,10,9,Sexual Offense,1,9,5,Average Risk,Very Low Risk,NA,Well Above Average Risk,0,0,10,30,40,-,-,-,-,-,-,-,-,-,-,-,Very Strongly Disagree,-,Very Strongly Agree,-,Neutral,Very Strongly Disagree,Very Strongly Agree,"Slightly
Disagree","Slightly
Agree","Slightly
Disagree","Slightly
Agree",Disagree,"Slightly
Disagree","Slightly
Disagree","Slightly
Disagree","Slightly
Agree","Slightly
Agree","Slightly
Disagree","Slightly
Agree","Slightly
Disagree","Slightly
Disagree","Slightly
Agree","Slightly
Agree",NA,NA,NA,21,Yes,No,Some college,Student,"Less than $14,999",Moderately liberal,White or Non-Hispanic White,Female,low risk,size,2,50% risk likelihood,Respondent,47.47,1,2001,1,,0,0,10,30,40,5.731730206376536,1.019993798046075,1,0,1,include
15120,Exp 1,None,1553,True,NA,NA,45,Sexual Offense,0,NA,40,Above Average Risk,Below Average Risk,NA,Above Average Risk,10,30,40,70,80,-,Neutral,-,-,Neutral,Neutral,-,-,-,-,-,-,Neutral,Neutral,Neutral,Neutral,-,-,"Slightly
Agree",Disagree,"Slightly
Agree",Disagree,Disagree,"Slightly
Disagree","Slightly
Disagree",Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,NA,NA,NA,20,Yes,No,Some college,Student,"Less than $14,999",Moderately conservative,White or Non-Hispanic White,Female,low to moderate risk,noplot,2,70% risk likelihood,Respondent,25.88,1,2002,0,Not Remember,10,30,40,70,80,NA,NA,NA,1,1,include
15305,Exp 1,Unweighted,1149,True,30,10,60,Sexual Offense,0,NA,20,Below Average Risk,Very Low Risk,NA,Below Average Risk,10,30,50,70,90,Neutral,-,-,-,-,-,-,-,-,-,-,-,Neutral,-,Neutral,Neutral,-,Neutral,Strongly Disagree,Disagree,Disagree,Disagree,"Slightly
Disagree",Strongly Disagree,Disagree,"Slightly
Disagree",Neutral,Disagree,Neutral,"Slightly
Disagree",Neutral,Neutral,Neutral,Neutral,NA,NA,NA,21,Yes,No,Some college,Student,"Less than $14,999",Weakly liberal,Asian,Female,moderate to high risk,default,2,10% risk likelihood,Respondent,19.15,1,2001,0,,10,30,50,70,90,10.731730206376536,1.019993798046075,1,1,1,include
15780,Exp 1,Unweighted,1083,True,15,10,9,Sexual Offense,1,9,10,Above Average Risk,Below Average Risk,NA,Well Above Average Risk,0,NA,20,30,50,-,Neutral,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Slightly
Agree","Slightly
Disagree","Slightly
Agree","Slightly
Disagree","Slightly
Disagree","Slightly
Disagree","Slightly
Disagree","Slightly
Disagree","Slightly
Agree",Agree,"Slightly
Agree",Agree,"Slightly
Agree",Neutral,Neutral,Neutral,NA,NA,NA,20,No,No,4-year degree,Student,"Less than $14,999",Moderately liberal,Asian,Male,risk,default,2,40% risk likelihood,Respondent,18.05,1,2002,1,,0,0,20,30,50,-4.268269793623464,1.019993798046075,1,0,NA,include
15710,Exp 1,Weighted,1692,True,30,10,9,Sexual Offense,0,9,25,Average Risk,Very Low Risk,NA,Above Average Risk,0,10,30,40,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Disagree,Disagree,"Slightly
Disagree","Slightly
Disagree","Slightly
Agree","Strongly
Agree","Slightly
Disagree","Slightly
Agree",Agree,Agree,Agree,Agree,Agree,Agree,"Slightly
Agree",Agree,NA,NA,NA,19,Yes,No,Some college,Student,"Less than $14,999",Moderately liberal,White or Non-Hispanic White,Female,low risk,size,2,40% risk likelihood,Respondent,28.2,1,2003,0,,0,10,30,40,50,10.731730206376536,1.019993798046075,1,0,1,include
15715,Exp 1,None,1637,True,NA,NA,9,Sexual Offense,0,9,91,Above Average Risk,Other,NA,Above Average Risk,0,0,0,60,0,-,-,-,-,-,-,-,-,Neutral,-,-,-,-,-,-,-,-,-,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,"Slightly
Disagree","Slightly
Disagree","Slightly
Disagree","Slightly
Disagree",Neutral,"Slightly
Disagree",Neutral,"Slightly
Disagree",NA,NA,NA,19,No,No,2-year degree,Student,"Less than $14,999",Moderately liberal,Hispanic/Latino,Male,moderate to high risk,noplot,2,30% risk likelihood,Respondent,27.28,1,2003,0,,0,0,0,60,0,NA,NA,NA,0,0,include
15742,Exp 1,None,2368,True,NA,NA,9,Sexual Offense,0,9,25,Above Average Risk,Below Average Risk,NA,Well Above Average Risk,0,10,20,30,40,-,-,-,-,-,-,Neutral,-,-,-,-,-,-,-,-,-,-,-,"Slightly
Disagree","Slightly
Disagree","Slightly
Disagree","Slightly
Disagree","Slightly
Disagree","Slightly
Disagree","Slightly
Disagree","Slightly
Disagree","Slightly
Agree","Slightly
Agree","Slightly
Agree","Slightly
Agree",Agree,Agree,Agree,Agree,NA,NA,NA,21,Yes,No,Some college,Unemployed,"Less than $14,999",Moderately liberal,Hispanic/Latino,Male,high risk,noplot,2,50% risk likelihood,Respondent,39.47,1,2001,0,,0,10,20,30,40,NA,NA,NA,0,1,include
15800,Exp 1,Weighted,1030,True,20,10,9,Sexual Offense,0,9,9,Average Risk,Below Average Risk,NA,Above Average Risk,0,20,60,10,NA,-,-,-,-,Neutral,-,-,-,-,-,-,-,-,-,-,-,-,-,"Slightly
Agree","Slightly
Disagree","Slightly
Agree","Slightly
Agree","Slightly
Disagree","Slightly
Disagree","Slightly
Agree","Slightly
Agree","Slightly
Agree","Slightly
Disagree","Slightly
Agree","Slightly
Agree","Slightly
Agree","Slightly
Disagree","Slightly
Agree","Slightly
Disagree",NA,NA,NA,20,Yes,No,Some college,Employed Part Time,"Less than $14,999",Centrist/Middle of the Road,Asian,Female,moderate to high risk,size,2,risk,Respondent,17.17,1,2002,0,,0,20,60,10,0,0.7317302063765361,1.019993798046075,1,0,0,include
15861,Exp 1,Weighted,1366,True,12,9.5,9,Sexual Offense,0,9,10,Average Risk,Below Average Risk,NA,Well Above Average Risk,0,NA,10,20,30,-,-,-,-,-,Neutral,-,-,-,-,-,-,Neutral,-,-,-,-,-,Agree,"Slightly
Agree",Neutral,"Slightly
Agree","Slightly
Disagree","Slightly
Disagree","Slightly
Disagree","Slightly
Disagree","Slightly
Agree","Slightly
Agree","Slightly
Agree","Slightly
Disagree","Slightly
Agree","Slightly
Agree","Slightly
Disagree","Slightly
Agree",NA,NA,NA,19,Yes,No,Some college,Unemployed,"Less than $14,999",Weakly liberal,Asian,Male,low to moderate risk,size,2,20% risk likelihood,Respondent,22.77,1,2003,0,,0,0,10,20,30,-7.268269793623464,0.5199937980460749,0.5,0,NA,include
